Sales_no,Sales_date,Product_id,Category_name,CategoryDesign_name,Type_name,Ruling_name,Qty_Sold,Total_Sales_Value,Zone_name
13925,9/27/2017,155,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,30,9824,South
13926,9/27/2017,192,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),10,3837,South
13927,9/27/2017,34,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,22,10784,Central
13928,9/27/2017,50,Long (Soft),272x167 Design,Long (Soft),Single Line,8,7731,Central
13929,9/27/2017,124,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,29,8690,North
13930,9/28/2017,194,Drawing Book,275x347 Design,Drawing Book,BIG,2,5637,South
13931,9/28/2017,162,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Unruled,29,9650,East
13932,9/28/2017,119,A5 Notebooks,240x180 Design,Soft (Brown),Five line,30,6597,West
13933,9/28/2017,119,A5 Notebooks,240x180 Design,Soft (Brown),Five line,3,10610,North
13934,9/28/2017,34,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,27,7557,East
13935,9/28/2017,91,A5 Notebooks,240x180 Design,Soft,Medium Square,8,4504,East
13936,9/28/2017,84,A5 Notebooks,240x180 Design,Soft,Four lines,6,8517,South
13937,9/28/2017,185,Practical Books,215x265 Design,Hard,Combined (Brown),24,2411,Central
13938,9/28/2017,38,Small  Medium Notebooks,210x170 Design,Medium(Soft),Medium Square,23,6424,West
13939,9/28/2017,83,A5 Notebooks,240x180 Design,Soft,Four lines,13,3371,East
13940,9/28/2017,20,Small Notebooks,190x155 Design,Soft,Maths Ruled,1,7383,East
13941,9/28/2017,198,Premio Spiral book,190x160 Design,soft,Graph Book (1 mm sq.),7,4330,West
13942,9/28/2017,162,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Unruled,8,11277,North
13943,9/28/2017,121,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,11,5290,South
13944,9/29/2017,121,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,18,2237,South
13945,9/29/2017,8,Small Notebooks,190x155 Design,Hard,Maths Ruled,10,3197,Central
13946,9/30/2017,127,A5 Notebooks,240x180 Design,Soft (Brown),Big Square,3,10144,West
13947,9/30/2017,40,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,3,4157,East
13948,9/30/2017,24,Small Notebooks,190x155 Brown,Small Hard Brown,Single Line,18,11104,East
13949,9/30/2017,184,Practical Books,215x265 Design,Hard,Combined,8,8051,North
13950,9/30/2017,159,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,12,2063,North
13951,9/30/2017,156,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,9,9010,Central
13952,9/30/2017,107,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,23,5957,West
13953,9/30/2017,156,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,19,9970,South
13954,10/1/2017,147,A4 Notebooks,297x210 Design,Soft,Single Line,4,10930,East
13955,10/1/2017,37,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,12,7877,East
13956,10/1/2017,137,A4 Notebooks,297x210 Design,Soft,Unruled,8,4824,Central
13957,10/1/2017,158,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,7,8837,West
13958,10/1/2017,146,A4 Notebooks,297x210 Design,Soft,Single Line,11,5784,South
13959,10/1/2017,56,Long (Brown),272x167 Brown,Long (Brown),Single Line,22,2731,East
13960,10/1/2017,77,A5 Notebooks,240x180 Design,Soft,Double line,15,6743,Central
13961,10/1/2017,202,Other Books,216x140 Design,A5 WIRO,Single Line,15,3690,South
13962,10/1/2017,84,A5 Notebooks,240x180 Design,Soft,Four lines,11,4650,East
13963,10/1/2017,47,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Interleaf(SL+Unruled),9,11597,North
13964,10/1/2017,106,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,17,5610,Central
13965,10/1/2017,193,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),14,2557,North
13966,10/1/2017,82,A5 Notebooks,240x180 Design,Soft,Four lines,2,9504,South
13967,10/1/2017,52,Long (Soft),272x167 Design,Long (Soft),Single Line,28,3517,South
13968,10/1/2017,107,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,11,10464,Central
13969,10/2/2017,41,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,14,4476,North
13970,10/2/2017,128,A5 Notebooks,240x180 Design,Soft (Brown),interleaf(UR+4 lines),30,11423,South
13971,10/2/2017,17,Small Notebooks,190x155 Design,Soft,Four lines,19,2383,East
13972,10/2/2017,107,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,8,9330,West
13973,10/2/2017,40,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,19,6277,Central
13974,10/2/2017,45,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Four lines,6,10290,Central
13975,10/2/2017,48,Long (Soft),272x167 Design,Long (Soft),Unruled,4,7237,South
13976,10/2/2017,36,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,4,11250,Central
13977,10/2/2017,183,Practical Books,215x265 Design,Hard,Combined,16,8197,West
13978,10/3/2017,121,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,4,5144,West
13979,10/3/2017,86,A5 Notebooks,240x180 Design,Soft,Four lines,2,9156,South
13980,10/3/2017,125,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,14,3050,East
13981,10/3/2017,158,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,29,7063,South
13982,10/3/2017,202,Other Books,216x140 Design,A5 WIRO,Single Line,15,4010,South
13983,10/3/2017,189,Drawing Book,210x297 Design,Drawing Book,A4,7,8023,North
13984,10/3/2017,122,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,26,4970,South
13985,10/4/2017,41,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,26,11917,East
13986,10/4/2017,177,Practical Books,215x265 Design,Hard,Chemistry,11,5930,West
13987,10/4/2017,211,Project Paper,280x220 Design,Project Paper,Interleaf (SL+Unruled),28,2877,South
13988,10/4/2017,37,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,29,3836,East
13989,10/4/2017,109,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,16,10783,East
13990,10/4/2017,19,Small Notebooks,190x155 Design,Soft,Medium Square,6,4796,Central
13991,10/4/2017,25,Small Notebooks,190x155 Brown,Small Hard Brown,Single Line,4,11743,East
13992,10/4/2017,170,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,23,8690,West
13993,10/4/2017,11,Small Notebooks,190x155 Design,Soft,Unruled,28,9650,Central
13994,10/4/2017,37,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,28,6597,South
13995,10/5/2017,200,Other Books,176x250 Design,B5 WIRO,Single Line,1,7557,East
13996,10/5/2017,51,Long (Soft),272x167 Design,Long (Soft),Single Line,15,11569,Central
13997,10/5/2017,133,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (DL+FL+Med Sq),6,8516,West
13998,10/5/2017,197,Premio Spiral book,220x280 Design,soft,Graph Book (Big),2,5463,North
13999,10/6/2017,132,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (DL+FL+Med Sq),18,9476,North
14000,10/7/2017,60,A5 Notebooks,240x180 Design,Soft,Unruled,6,6423,South
14001,10/7/2017,35,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,21,3370,South
14002,10/7/2017,129,A5 Notebooks,240x180 Design,Soft (Brown),Broad line,21,7383,West
14003,10/7/2017,143,A4 Notebooks,297x210 Design,Soft,Single Line,17,8343,North
14004,10/7/2017,157,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,4,5290,South
14005,10/7/2017,131,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (SL+FL+Med Sq),29,2237,South
14006,10/8/2017,115,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,13,6250,South
14007,10/8/2017,102,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,27,3196,West
14008,10/8/2017,44,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Single Line,24,10143,Central
14009,10/8/2017,130,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (SL+FL+Med Sq),7,4156,East
14010,10/8/2017,87,A5 Notebooks,240x180 Design,Soft,Four lines,4,11103,West
14011,10/8/2017,141,A4 Notebooks,297x210 Design,Soft,Unruled,10,2063,North
14012,10/8/2017,189,Drawing Book,210x297 Design,Drawing Book,A4,18,9010,South
14013,10/8/2017,122,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,9,3023,Central
14014,10/8/2017,83,A5 Notebooks,240x180 Design,Soft,Four lines,26,9970,North
14015,10/8/2017,24,Small Notebooks,190x155 Brown,Small Hard Brown,Single Line,18,6917,East
14016,10/8/2017,19,Small Notebooks,190x155 Design,Soft,Medium Square,10,10930,East
14017,10/9/2017,110,A5 Notebooks,240x180 Design,Soft (Brown),Double line,27,7877,East
14018,10/9/2017,156,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,25,11889,East
14019,10/9/2017,91,A5 Notebooks,240x180 Design,Soft,Medium Square,9,8836,North
14020,10/9/2017,197,Premio Spiral book,220x280 Design,soft,Graph Book (Big),7,9796,North
14021,10/9/2017,159,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,17,6743,Central
14022,10/9/2017,44,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Single Line,6,3690,South
14023,10/9/2017,132,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (DL+FL+Med Sq),10,7703,Central
14024,10/9/2017,97,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),12,4650,North
14025,10/9/2017,15,Small Notebooks,190x155 Design,Soft,Double line,18,8663,South
14026,10/9/2017,64,A5 Notebooks,240x180 Design,Soft,Unruled,21,5610,West
14027,10/9/2017,97,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),27,2557,South
14028,10/9/2017,96,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),12,3516,Central
14029,10/9/2017,7,Small Notebooks,190x155 Design,Hard,Four lines,8,10463,Central
14030,10/10/2017,191,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),5,4476,South
14031,10/10/2017,54,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),11,11423,Central
14032,10/10/2017,113,A5 Notebooks,240x180 Design,Soft (Brown),Double line,26,5436,North
14033,10/10/2017,203,Other Books,216x140 Design,A5 WIRO,Single Line,8,2383,North
14034,10/10/2017,160,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,21,9330,West
14035,10/10/2017,3,Small Notebooks,190x155 Design,Hard,Single Line,25,3343,North
14036,10/11/2017,63,A5 Notebooks,240x180 Design,Soft,Unruled,18,7237,North
14037,10/11/2017,28,Small Notebooks,190x155 Brown,Small Hard Brown,Four lines,11,11249,Central
14038,10/11/2017,43,Small  Medium Notebooks,210x170 Design,Medium(Soft),Interleaf(SL+Unruled),7,8196,North
14039,10/11/2017,1,Small Notebooks,190x155 Design,Hard,Unruled,5,2209,West
14040,10/11/2017,154,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Single Line,8,9156,Central
14041,10/11/2017,140,A4 Notebooks,297x210 Design,Soft,Unruled,3,6103,East
14042,10/11/2017,39,Small  Medium Notebooks,210x170 Design,Medium(Soft),Medium Square,13,10116,Central
14043,10/11/2017,97,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),14,4010,West
14044,10/11/2017,27,Small Notebooks,190x155 Brown,Small Hard Brown,Double line,28,8023,North
14045,10/11/2017,45,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Four lines,20,4970,Central
14046,10/11/2017,143,A4 Notebooks,297x210 Design,Soft,Single Line,6,8982,West
14047,10/11/2017,5,Small Notebooks,190x155 Design,Hard,Double line,11,5929,Central
14048,10/11/2017,211,Project Paper,280x220 Design,Project Paper,Interleaf (SL+Unruled),23,2876,North
14049,10/11/2017,139,A4 Notebooks,297x210 Design,Soft,Unruled,23,6889,Central
14050,10/11/2017,121,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,2,10783,North
14051,10/12/2017,76,A5 Notebooks,240x180 Design,Soft,Double line,4,4796,Central
14052,10/12/2017,1,Small Notebooks,190x155 Design,Hard,Unruled,30,11743,North
14053,10/12/2017,182,Practical Books,215x265 Design,Hard,Physics,24,5756,North
14054,10/12/2017,75,A5 Notebooks,240x180 Design,Soft,Double line,24,2703,West
14055,10/12/2017,88,A5 Notebooks,240x180 Design,Soft,Medium Square,26,9650,South
14056,10/12/2017,27,Small Notebooks,190x155 Brown,Small Hard Brown,Double line,12,3662,East
14057,10/12/2017,67,A5 Notebooks,240x180 Design,Soft,Single Line,4,10609,Central
14058,10/12/2017,199,Premio Spiral book,220x280 Design,soft,Scrap Book,19,11569,Central
14059,10/12/2017,80,A5 Notebooks,240x180 Design,Soft,Three line,19,8516,North
14060,10/12/2017,181,Practical Books,215x265 Design,Hard,Physics,1,2529,South
14061,10/12/2017,47,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Interleaf(SL+Unruled),9,9476,East
14062,10/12/2017,195,Drawing Book,275x347 Design,Drawing Book,BIG,22,6423,East
14063,10/12/2017,180,Practical Books,215x265 Design,Hard,Biology,23,10436,South
14064,10/13/2017,25,Small Notebooks,190x155 Brown,Small Hard Brown,Single Line,20,7383,East
14065,10/13/2017,186,Practical Books,215x265 Design,Hard,Computer,29,5289,Central
14066,10/13/2017,183,Practical Books,215x265 Design,Hard,Combined,1,9302,East
14067,10/13/2017,58,A5 Notebooks,240x180 Design,Hard,Single Line,28,6249,North
14068,10/13/2017,38,Small  Medium Notebooks,210x170 Design,Medium(Soft),Medium Square,27,3196,Central
14069,10/13/2017,26,Small Notebooks,190x155 Brown,Small Hard Brown,Double line,27,7209,Central
14070,10/13/2017,129,A5 Notebooks,240x180 Design,Soft (Brown),Broad line,2,4156,North
14071,10/13/2017,182,Practical Books,215x265 Design,Hard,Physics,29,11103,East
14072,10/13/2017,16,Small Notebooks,190x155 Design,Soft,Four lines,30,5116,North
14073,10/13/2017,125,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,9,2063,North
14074,10/13/2017,65,A5 Notebooks,240x180 Design,Soft,Unruled,3,6075,East
14075,10/13/2017,64,A5 Notebooks,240x180 Design,Soft,Unruled,29,9969,Central
14076,10/14/2017,121,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,2,3982,East
14077,10/14/2017,57,Long (Brown),272x167 Brown,Long (Brown),Single Line,29,10929,West
14078,10/14/2017,186,Practical Books,215x265 Design,Hard,Computer,26,7876,North
14079,10/14/2017,192,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),29,11889,South
14080,10/14/2017,136,A4 Notebooks,297x210 Design,Soft,Unruled,10,8836,South
14081,10/15/2017,4,Small Notebooks,190x155 Design,Hard,Double line,1,2849,West
14082,10/15/2017,97,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),8,9796,North
14083,10/15/2017,187,Drawing Book,170x245 Design,Drawing Book,small,25,10755,East
14084,10/16/2017,75,A5 Notebooks,240x180 Design,Soft,Double line,30,7702,East
14085,10/16/2017,8,Small Notebooks,190x155 Design,Hard,Maths Ruled,3,4649,North
14086,10/16/2017,104,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,29,8662,West
14087,10/16/2017,108,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,8,5609,South
14088,10/16/2017,185,Practical Books,215x265 Design,Hard,Combined (Brown),12,9622,Central
14089,10/17/2017,21,Small Notebooks,190x155 Design,Soft,Maths Ruled,25,6569,West
14090,10/17/2017,129,A5 Notebooks,240x180 Design,Soft (Brown),Broad line,23,3516,Central
14091,10/18/2017,46,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Medium Square,13,4476,West
14092,10/18/2017,120,A5 Notebooks,240x180 Design,Soft (Brown),Five line,7,11423,East
14093,10/18/2017,205,Spiral Book,297x210 Design,Spiral Book,Single Line,24,5436,West
14094,10/18/2017,56,Long (Brown),272x167 Brown,Long (Brown),Single Line,28,2382,East
14095,10/18/2017,177,Practical Books,215x265 Design,Hard,Chemistry,9,6395,South
14096,10/18/2017,207,Project Paper,280x220 Design,Project Paper,Unruled,12,3342,West
14097,10/18/2017,209,Project Paper,280x220 Design,Project Paper,Single Line,3,10289,East
14098,10/18/2017,34,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,9,4302,Central
14099,10/18/2017,96,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),6,8196,East
14100,10/19/2017,158,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,17,2209,South
14101,10/19/2017,180,Practical Books,215x265 Design,Hard,Biology,11,9156,Central
14102,10/19/2017,90,A5 Notebooks,240x180 Design,Soft,Medium Square,27,3169,South
14103,10/19/2017,50,Long (Soft),272x167 Design,Long (Soft),Single Line,9,10116,North
14104,10/19/2017,130,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (SL+FL+Med Sq),14,7063,East
14105,10/19/2017,115,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,19,11075,South
14106,10/19/2017,155,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,14,8022,North
14107,10/19/2017,141,A4 Notebooks,297x210 Design,Soft,Unruled,23,8982,East
14108,10/19/2017,209,Project Paper,280x220 Design,Project Paper,Single Line,27,5929,North
14109,10/20/2017,139,A4 Notebooks,297x210 Design,Soft,Unruled,28,9942,East
14110,10/20/2017,143,A4 Notebooks,297x210 Design,Soft,Single Line,1,6889,East
14111,10/20/2017,77,A5 Notebooks,240x180 Design,Soft,Double line,11,3836,North
14112,10/21/2017,15,Small Notebooks,190x155 Design,Soft,Double line,3,7849,West
14113,10/21/2017,129,A5 Notebooks,240x180 Design,Soft (Brown),Broad line,10,4796,West
14114,10/21/2017,116,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,19,11743,North
14115,10/21/2017,155,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,21,5755,South
14116,10/21/2017,155,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,10,6715,Central
14117,10/21/2017,189,Drawing Book,210x297 Design,Drawing Book,A4,24,3662,Central
14118,10/21/2017,180,Practical Books,215x265 Design,Hard,Biology,6,10609,West
14119,10/21/2017,74,A5 Notebooks,240x180 Design,Soft,Single Line,16,4622,Central
14120,10/21/2017,125,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,22,11569,South
14121,10/22/2017,35,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,13,8516,West
14122,10/22/2017,12,Small Notebooks,190x155 Design,Soft,Single Line,17,2529,North
14123,10/22/2017,89,A5 Notebooks,240x180 Design,Soft,Medium Square,20,9476,West
14124,10/22/2017,132,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (DL+FL+Med Sq),1,3488,East
14125,10/22/2017,46,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Medium Square,25,7382,East
14126,10/22/2017,29,Small Notebooks,190x155 Brown,Small Hard Brown,Four lines,7,11395,Central
14127,10/22/2017,148,A4 Notebooks,297x210 Design,Soft,Four lines,23,8342,North
14128,10/22/2017,172,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,7,5289,East
14129,10/22/2017,169,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,25,9302,Central
14130,10/22/2017,170,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,13,6249,West
14131,10/22/2017,15,Small Notebooks,190x155 Design,Soft,Double line,23,10262,South
14132,10/22/2017,105,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,1,7209,Central
14133,10/22/2017,179,Practical Books,215x265 Design,Hard,Biology,24,8168,East
14134,10/22/2017,114,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,18,5115,South
14135,10/23/2017,73,A5 Notebooks,240x180 Design,Soft,Single Line,28,2062,South
14136,10/23/2017,161,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Broad line,12,6075,South
14137,10/23/2017,172,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,2,7035,Central
14138,10/23/2017,196,Premio Spiral book,210x170 Design,soft,Graph Book (1 inch sq.),25,3982,East
14139,10/23/2017,52,Long (Soft),272x167 Design,Long (Soft),Single Line,20,10929,Central
14140,10/23/2017,72,A5 Notebooks,240x180 Design,Soft,Single Line,10,11889,South
14141,10/23/2017,46,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Medium Square,13,8836,Central
14142,10/23/2017,117,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,30,2848,South
14143,10/23/2017,10,Small Notebooks,190x155 Design,Soft,Unruled,2,9795,North
14144,10/23/2017,165,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,13,3808,Central
14145,10/23/2017,7,Small Notebooks,190x155 Design,Hard,Four lines,24,10755,East
14146,10/23/2017,23,Small Notebooks,190x155 Design,Soft,Interleaf(SL+Unruled),10,7702,East
14147,10/23/2017,108,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,24,11715,East
14148,10/24/2017,10,Small Notebooks,190x155 Design,Soft,Unruled,3,8662,Central
14149,10/24/2017,119,A5 Notebooks,240x180 Design,Soft (Brown),Five line,9,9622,West
14150,10/24/2017,45,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Four lines,26,6569,North
14151,10/24/2017,119,A5 Notebooks,240x180 Design,Soft (Brown),Five line,16,10581,North
14152,10/24/2017,119,A5 Notebooks,240x180 Design,Soft (Brown),Five line,7,7528,East
14153,10/24/2017,15,Small Notebooks,190x155 Design,Soft,Double line,27,4475,North
14154,10/24/2017,194,Drawing Book,275x347 Design,Drawing Book,BIG,27,8488,West
14155,10/24/2017,3,Small Notebooks,190x155 Design,Hard,Single Line,7,5435,West
14156,10/24/2017,156,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,26,2382,West
14157,10/24/2017,63,A5 Notebooks,240x180 Design,Soft,Unruled,22,3342,Central
14158,10/24/2017,157,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,27,7355,South
14159,10/24/2017,137,A4 Notebooks,297x210 Design,Soft,Unruled,29,4302,North
14160,10/24/2017,117,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,1,11249,Central
14161,10/25/2017,143,A4 Notebooks,297x210 Design,Soft,Single Line,29,5261,East
14162,10/25/2017,38,Small  Medium Notebooks,210x170 Design,Medium(Soft),Medium Square,26,2208,North
14163,10/25/2017,161,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Broad line,4,9155,North
14164,10/26/2017,35,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,29,3168,South
14165,10/26/2017,104,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,18,4128,North
14166,10/26/2017,93,A5 Notebooks,240x180 Design,Soft,Medium Square,6,11075,East
14167,10/27/2017,24,Small Notebooks,190x155 Brown,Small Hard Brown,Single Line,20,8022,South
14168,10/27/2017,185,Practical Books,215x265 Design,Hard,Combined (Brown),23,2035,South
14169,10/27/2017,188,Drawing Book,210x297 Design,Drawing Book,A4,9,8982,North
14170,10/27/2017,131,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (SL+FL+Med Sq),17,5929,North
14171,10/27/2017,182,Practical Books,215x265 Design,Hard,Physics,29,9942,South
14172,10/27/2017,30,Small Notebooks,190x155 Brown,Small Hard Brown,Medium Square,28,6888,North
14173,10/27/2017,187,Drawing Book,170x245 Design,Drawing Book,small,16,7848,West
14174,10/27/2017,46,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Medium Square,23,4795,East
14175,10/27/2017,103,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,26,8808,West
14176,10/27/2017,8,Small Notebooks,190x155 Design,Hard,Maths Ruled,1,5755,North
14177,10/27/2017,99,A5 Notebooks,240x180 Design,Soft,interleaf(UR+4 lines),17,2702,Central
14178,10/27/2017,112,A5 Notebooks,240x180 Design,Soft (Brown),Double line,11,6715,South
14179,10/27/2017,141,A4 Notebooks,297x210 Design,Soft,Unruled,6,3662,West
14180,10/27/2017,77,A5 Notebooks,240x180 Design,Soft,Double line,12,7675,Central
14181,10/27/2017,100,A5 Notebooks,240x180 Design,Soft,3 in 1 (SL+FL+Med Sq),9,11569,East
14182,10/28/2017,99,A5 Notebooks,240x180 Design,Soft,interleaf(UR+4 lines),7,5581,Central
14183,10/28/2017,73,A5 Notebooks,240x180 Design,Soft,Single Line,2,2528,North
14184,10/28/2017,135,A4 Notebooks,297x210 Design,Hard,Single Line,8,9475,West
14185,10/28/2017,36,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,26,3488,South
14186,10/28/2017,109,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,7,10435,North
14187,10/28/2017,140,A4 Notebooks,297x210 Design,Soft,Unruled,30,4448,East
14188,10/28/2017,41,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,3,8342,East
14189,10/28/2017,210,Project Paper,280x220 Design,Project Paper,Interleaf (SL+Unruled),5,2355,East
14190,10/28/2017,209,Project Paper,280x220 Design,Project Paper,Single Line,19,9302,East
14191,10/29/2017,21,Small Notebooks,190x155 Design,Soft,Maths Ruled,19,6249,West
14192,10/29/2017,179,Practical Books,215x265 Design,Hard,Biology,15,10261,South
14193,10/29/2017,12,Small Notebooks,190x155 Design,Soft,Single Line,17,7208,South
14194,10/29/2017,137,A4 Notebooks,297x210 Design,Soft,Unruled,5,11221,East
14195,10/29/2017,108,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,27,8168,North
14196,10/30/2017,190,Drawing Book,210x297 Design,Drawing Book,A4,13,9128,West
14197,10/30/2017,189,Drawing Book,210x297 Design,Drawing Book,A4,22,6075,South
14198,10/30/2017,37,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,26,3022,Central
14199,10/30/2017,142,A4 Notebooks,297x210 Design,Soft,Single Line,26,7035,Central
14200,10/30/2017,207,Project Paper,280x220 Design,Project Paper,Unruled,11,3982,Central
14201,10/30/2017,95,A5 Notebooks,240x180 Design,Soft,Maths Ruled,26,7994,Central
14202,10/31/2017,170,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,22,4941,South
14203,10/31/2017,93,A5 Notebooks,240x180 Design,Soft,Medium Square,8,5901,North
14204,10/31/2017,193,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),23,2848,West
14205,10/31/2017,108,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,22,9795,North
14206,10/31/2017,116,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,3,3808,West
14207,11/1/2017,175,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,20,10755,Central
14208,11/1/2017,211,Project Paper,280x220 Design,Project Paper,Interleaf (SL+Unruled),11,4768,West
14209,11/1/2017,100,A5 Notebooks,240x180 Design,Soft,3 in 1 (SL+FL+Med Sq),15,8662,North
14210,11/1/2017,99,A5 Notebooks,240x180 Design,Soft,interleaf(UR+4 lines),26,2674,South
14211,11/1/2017,177,Practical Books,215x265 Design,Hard,Chemistry,3,6568,Central
14212,11/1/2017,57,Long (Brown),272x167 Brown,Long (Brown),Single Line,15,10581,North
