Order_no,Order_Date,Product_id,Category_name,CategoryDesign_name,Type_name,Ruling_name,Qty_Ordered,Total_order_Value,Zone_name
9335,10/21/2019,9,Small Notebooks,190x155 Design,Hard,Interleaf(SL+Unruled),31,14659,North
9336,10/21/2019,186,Practical Books,215x265 Design,Hard,Computer,46,31332,Central
9337,10/21/2019,103,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,24,24005,South
9338,10/22/2019,5,Small Notebooks,190x155 Design,Hard,Double line,57,33635,Central
9339,10/22/2019,98,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),11,26308,South
9340,10/22/2019,127,A5 Notebooks,240x180 Design,Soft (Brown),Big Square,25,11939,South
9341,10/22/2019,14,Small Notebooks,190x155 Design,Soft,Double line,60,28612,Central
9342,10/22/2019,152,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled,29,21284,North
9343,10/22/2019,83,A5 Notebooks,240x180 Design,Soft,Four lines,10,30915,East
9344,10/22/2019,143,A4 Notebooks,297x210 Design,Soft,Single Line,27,16261,West
9345,10/22/2019,97,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),50,25891,North
9346,10/22/2019,105,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,14,18564,East
9347,10/22/2019,66,A5 Notebooks,240x180 Design,Soft,Unruled,1,28195,South
9348,10/22/2019,49,Long (Soft),272x167 Design,Long (Soft),Unruled,60,20867,Central
9349,10/22/2019,166,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,60,13540,Central
9350,10/23/2019,108,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,56,23171,Central
9351,10/23/2019,74,A5 Notebooks,240x180 Design,Soft,Single Line,23,15844,Central
9352,10/23/2019,33,Small  Medium Notebooks,210x170 Design,Medium(Soft),Unruled,40,18147,North
9353,10/23/2019,161,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Broad line,1,10820,North
9354,10/23/2019,131,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (SL+FL+Med Sq),27,20451,South
9355,10/24/2019,28,Small Notebooks,190x155 Brown,Small Hard Brown,Four lines,24,13123,West
9356,10/24/2019,119,A5 Notebooks,240x180 Design,Soft (Brown),Five line,45,29796,South
9357,10/24/2019,115,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,16,15427,North
9358,10/24/2019,180,Practical Books,215x265 Design,Hard,Biology,9,32099,West
9359,10/24/2019,27,Small Notebooks,190x155 Brown,Small Hard Brown,Double line,56,10403,East
9360,10/25/2019,158,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,57,27076,South
9361,10/25/2019,138,A4 Notebooks,297x210 Design,Soft,Unruled,48,12706,West
9362,10/25/2019,184,Practical Books,215x265 Design,Hard,Combined,37,29379,North
9363,10/25/2019,181,Practical Books,215x265 Design,Hard,Physics,21,22052,East
9364,10/25/2019,195,Drawing Book,275x347 Design,Drawing Book,BIG,37,31683,Central
9365,10/25/2019,6,Small Notebooks,190x155 Design,Hard,Four lines,2,24355,West
9366,10/25/2019,113,A5 Notebooks,240x180 Design,Soft (Brown),Double line,22,26659,East
9367,10/25/2019,33,Small  Medium Notebooks,210x170 Design,Medium(Soft),Unruled,47,19332,South
9368,10/25/2019,178,Practical Books,215x265 Design,Hard,Chemistry,23,28962,Central
9369,10/25/2019,155,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,53,14308,Central
9370,10/25/2019,158,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,54,23938,Central
9371,10/26/2019,67,A5 Notebooks,240x180 Design,Soft,Single Line,43,16611,East
9372,10/26/2019,113,A5 Notebooks,240x180 Design,Soft (Brown),Double line,10,33284,North
9373,10/26/2019,120,A5 Notebooks,240x180 Design,Soft (Brown),Five line,15,18915,North
9374,10/26/2019,112,A5 Notebooks,240x180 Design,Soft (Brown),Double line,6,11587,West
9375,10/26/2019,112,A5 Notebooks,240x180 Design,Soft (Brown),Double line,17,13891,West
9376,10/26/2019,17,Small Notebooks,190x155 Design,Soft,Four lines,40,30564,Central
9377,10/26/2019,173,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,59,16194,North
9378,10/27/2019,105,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,35,32867,South
9379,10/27/2019,117,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,56,25540,North
9380,10/28/2019,79,A5 Notebooks,240x180 Design,Soft,Double line,25,11170,North
9381,10/28/2019,83,A5 Notebooks,240x180 Design,Soft,Four lines,32,27843,West
9382,10/28/2019,4,Small Notebooks,190x155 Design,Hard,Double line,11,30147,South
9383,10/28/2019,38,Small  Medium Notebooks,210x170 Design,Medium(Soft),Medium Square,43,22819,South
9384,10/28/2019,197,Premio Spiral book,220x280 Design,soft,Graph Book (Big),2,32450,East
9385,10/28/2019,100,A5 Notebooks,240x180 Design,Soft,3 in 1 (SL+FL+Med Sq),37,25123,North
9386,10/28/2019,158,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,36,17796,East
9387,10/28/2019,44,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Single Line,27,27426,Central
9388,10/28/2019,158,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,25,20099,East
9389,10/29/2019,10,Small Notebooks,190x155 Design,Soft,Unruled,13,29730,North
9390,10/29/2019,194,Drawing Book,275x347 Design,Drawing Book,BIG,42,22403,South
9391,10/29/2019,205,Spiral Book,297x210 Design,Spiral Book,Single Line,37,24706,North
9392,10/29/2019,154,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Single Line,18,17379,North
9393,10/29/2019,163,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Single Line,16,10051,North
9394,10/29/2019,47,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Interleaf(SL+Unruled),32,19682,South
9395,10/29/2019,48,Long (Soft),272x167 Design,Long (Soft),Unruled,58,12355,West
9396,10/29/2019,26,Small Notebooks,190x155 Brown,Small Hard Brown,Double line,21,21986,North
9397,10/30/2019,79,A5 Notebooks,240x180 Design,Soft,Double line,51,14658,Central
9398,10/30/2019,55,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),60,31331,North
9399,10/30/2019,156,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,16,33635,South
9400,10/30/2019,159,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,52,26307,East
9401,10/30/2019,3,Small Notebooks,190x155 Design,Hard,Single Line,34,11938,South
9402,10/30/2019,138,A4 Notebooks,297x210 Design,Soft,Unruled,38,28611,South
9403,10/30/2019,3,Small Notebooks,190x155 Design,Hard,Single Line,2,14241,North
9404,10/31/2019,208,Project Paper,280x220 Design,Project Paper,Single Line,21,30914,Central
9405,10/31/2019,160,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,10,23587,South
9406,10/31/2019,206,Project Paper,280x220 Design,Project Paper,Unruled,38,33218,West
9407,10/31/2019,105,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,13,25890,West
9408,10/31/2019,162,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Unruled,10,28194,South
9409,10/31/2019,20,Small Notebooks,190x155 Design,Soft,Maths Ruled,11,20867,North
9410,10/31/2019,10,Small Notebooks,190x155 Design,Soft,Unruled,39,30497,West
9411,10/31/2019,201,Other Books,176x250 Design,B5 WIRO,Single Line,57,23170,South
9412,10/31/2019,26,Small Notebooks,190x155 Brown,Small Hard Brown,Double line,1,15843,North
9413,10/31/2019,70,A5 Notebooks,240x180 Design,Soft,Single Line,10,25474,Central
9414,10/31/2019,89,A5 Notebooks,240x180 Design,Soft,Medium Square,21,18146,South
9415,10/31/2019,90,A5 Notebooks,240x180 Design,Soft,Medium Square,28,10819,North
9416,10/31/2019,45,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Four lines,21,13122,North
9417,10/31/2019,89,A5 Notebooks,240x180 Design,Soft,Medium Square,54,22753,West
9418,10/31/2019,136,A4 Notebooks,297x210 Design,Soft,Unruled,34,15426,East
9419,11/1/2019,168,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,51,32099,West
9420,11/1/2019,193,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),26,17729,Central
9421,11/1/2019,57,Long (Brown),272x167 Brown,Long (Brown),Single Line,58,10402,Central
9422,11/1/2019,70,A5 Notebooks,240x180 Design,Soft,Single Line,44,27075,East
9423,11/1/2019,43,Small  Medium Notebooks,210x170 Design,Medium(Soft),Interleaf(SL+Unruled),40,12706,South
9424,11/1/2019,14,Small Notebooks,190x155 Design,Soft,Double line,20,15009,Central
9425,11/1/2019,36,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,48,31682,West
9426,11/1/2019,102,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,18,24355,East
9427,11/1/2019,179,Practical Books,215x265 Design,Hard,Biology,29,33985,South
9428,11/1/2019,57,Long (Brown),272x167 Brown,Long (Brown),Single Line,34,26658,West
9429,11/1/2019,168,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,16,19331,Central
9430,11/1/2019,38,Small  Medium Notebooks,210x170 Design,Medium(Soft),Medium Square,11,28961,West
9431,11/1/2019,135,A4 Notebooks,297x210 Design,Hard,Single Line,2,31265,North
9432,11/1/2019,198,Premio Spiral book,190x160 Design,soft,Graph Book (1 mm sq.),5,23938,North
9433,11/1/2019,20,Small Notebooks,190x155 Design,Soft,Maths Ruled,28,16610,South
9434,11/2/2019,137,A4 Notebooks,297x210 Design,Soft,Unruled,54,26241,East
9435,11/2/2019,99,A5 Notebooks,240x180 Design,Soft,interleaf(UR+4 lines),54,18914,West
9436,11/2/2019,185,Practical Books,215x265 Design,Hard,Combined (Brown),15,11587,West
9437,11/2/2019,195,Drawing Book,275x347 Design,Drawing Book,BIG,41,21217,West
9438,11/2/2019,118,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,4,13890,Central
9439,11/2/2019,74,A5 Notebooks,240x180 Design,Soft,Single Line,22,16194,West
9440,11/2/2019,30,Small Notebooks,190x155 Brown,Small Hard Brown,Medium Square,54,32866,North
9441,11/2/2019,165,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,37,11170,North
9442,11/2/2019,12,Small Notebooks,190x155 Design,Soft,Single Line,25,27842,North
9443,11/2/2019,155,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,54,13473,South
9444,11/2/2019,120,A5 Notebooks,240x180 Design,Soft (Brown),Five line,20,30146,East
9445,11/2/2019,206,Project Paper,280x220 Design,Project Paper,Unruled,50,32449,South
9446,11/2/2019,126,A5 Notebooks,240x180 Design,Soft (Brown),Big Square,30,25122,West
9447,11/2/2019,137,A4 Notebooks,297x210 Design,Soft,Unruled,7,10753,Central
9448,11/3/2019,108,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,12,27426,Central
9449,11/3/2019,107,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,37,20098,North
9450,11/3/2019,65,A5 Notebooks,240x180 Design,Soft,Unruled,10,29729,South
9451,11/3/2019,155,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,60,22402,East
9452,11/3/2019,83,A5 Notebooks,240x180 Design,Soft,Four lines,29,32032,Central
9453,11/3/2019,61,A5 Notebooks,240x180 Design,Soft,Unruled,8,24705,South
9454,11/3/2019,161,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Broad line,42,27009,East
9455,11/3/2019,171,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,51,19681,East
9456,11/3/2019,134,A4 Notebooks,297x210 Design,Hard,Single Line,55,12354,Central
9457,11/3/2019,21,Small Notebooks,190x155 Design,Soft,Maths Ruled,59,21985,North
9458,11/3/2019,114,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,11,14658,North
9459,11/3/2019,51,Long (Soft),272x167 Design,Long (Soft),Single Line,38,24288,East
9460,11/3/2019,104,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,23,16961,North
9461,11/3/2019,61,A5 Notebooks,240x180 Design,Soft,Unruled,33,33634,Central
9462,11/3/2019,22,Small Notebooks,190x155 Design,Soft,Interleaf(SL+Unruled),25,11937,East
9463,11/4/2019,200,Other Books,176x250 Design,B5 WIRO,Single Line,4,28610,North
9464,11/4/2019,85,A5 Notebooks,240x180 Design,Soft,Four lines,57,14241,Central
9465,11/4/2019,191,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),17,30913,North
9466,11/4/2019,195,Drawing Book,275x347 Design,Drawing Book,BIG,49,16544,West
9467,11/4/2019,153,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Single Line,47,33217,West
9468,11/4/2019,187,Drawing Book,170x245 Design,Drawing Book,small,34,25890,South
9469,11/4/2019,211,Project Paper,280x220 Design,Project Paper,Interleaf (SL+Unruled),22,11520,West
9470,11/4/2019,62,A5 Notebooks,240x180 Design,Soft,Unruled,16,28193,North
9471,11/5/2019,195,Drawing Book,275x347 Design,Drawing Book,BIG,3,30497,North
9472,11/5/2019,30,Small Notebooks,190x155 Brown,Small Hard Brown,Medium Square,5,23169,North
9473,11/5/2019,40,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,6,32800,Central
9474,11/5/2019,44,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Single Line,26,25473,North
9475,11/5/2019,67,A5 Notebooks,240x180 Design,Soft,Single Line,37,18146,Central
9476,11/5/2019,8,Small Notebooks,190x155 Design,Hard,Maths Ruled,21,27776,North
9477,11/5/2019,11,Small Notebooks,190x155 Design,Soft,Unruled,60,20449,East
9478,11/5/2019,106,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,24,13122,West
9479,11/5/2019,170,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,7,15425,North
9480,11/6/2019,57,Long (Brown),272x167 Brown,Long (Brown),Single Line,14,25056,South
9481,11/6/2019,13,Small Notebooks,190x155 Design,Soft,Single Line,29,17729,North
9482,11/6/2019,20,Small Notebooks,190x155 Design,Soft,Maths Ruled,9,10401,North
9483,11/6/2019,184,Practical Books,215x265 Design,Hard,Combined,47,20032,Central
9484,11/6/2019,210,Project Paper,280x220 Design,Project Paper,Interleaf (SL+Unruled),28,12705,West
9485,11/6/2019,111,A5 Notebooks,240x180 Design,Soft (Brown),Double line,39,29378,South
9486,11/7/2019,92,A5 Notebooks,240x180 Design,Soft,Medium Square,53,31681,East
9487,11/7/2019,38,Small  Medium Notebooks,210x170 Design,Medium(Soft),Medium Square,44,17312,Central
9488,11/7/2019,59,A5 Notebooks,240x180 Design,Soft,Unruled,52,33984,South
9489,11/7/2019,14,Small Notebooks,190x155 Design,Soft,Double line,12,26657,West
9490,11/7/2019,82,A5 Notebooks,240x180 Design,Soft,Four lines,11,12288,South
9491,11/7/2019,207,Project Paper,280x220 Design,Project Paper,Unruled,14,28961,East
9492,11/7/2019,68,A5 Notebooks,240x180 Design,Soft,Single Line,31,21633,North
9493,11/7/2019,87,A5 Notebooks,240x180 Design,Soft,Four lines,8,23937,West
9494,11/7/2019,157,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,58,33568,West
9495,11/7/2019,60,A5 Notebooks,240x180 Design,Soft,Unruled,59,26240,Central
9496,11/7/2019,55,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),8,18913,South
9497,11/7/2019,201,Other Books,176x250 Design,B5 WIRO,Single Line,6,28544,West
9498,11/8/2019,209,Project Paper,280x220 Design,Project Paper,Single Line,6,21217,West
9499,11/8/2019,187,Drawing Book,170x245 Design,Drawing Book,small,50,13889,Central
9500,11/8/2019,143,A4 Notebooks,297x210 Design,Soft,Single Line,33,23520,Central
9501,11/8/2019,167,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,22,25823,West
9502,11/8/2019,204,Spiral Book,240x180 Design,Spiral Book,Single Line,40,18496,North
9503,11/8/2019,27,Small Notebooks,190x155 Brown,Small Hard Brown,Double line,55,11169,North
9504,11/8/2019,46,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Medium Square,20,20800,North
9505,11/8/2019,57,Long (Brown),272x167 Brown,Long (Brown),Single Line,26,13472,West
9506,11/8/2019,181,Practical Books,215x265 Design,Hard,Physics,47,30145,North
9507,11/8/2019,103,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,58,15776,East
9508,11/8/2019,176,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,45,32449,South
9509,11/8/2019,52,Long (Soft),272x167 Design,Long (Soft),Single Line,17,10752,West
9510,11/8/2019,107,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,20,27425,South
9511,11/8/2019,183,Practical Books,215x265 Design,Hard,Combined,25,13055,Central
9512,11/8/2019,194,Drawing Book,275x347 Design,Drawing Book,BIG,36,29728,South
9513,11/9/2019,51,Long (Soft),272x167 Design,Long (Soft),Single Line,12,32032,West
9514,11/9/2019,210,Project Paper,280x220 Design,Project Paper,Interleaf (SL+Unruled),23,24704,North
9515,11/9/2019,191,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),24,10335,South
9516,11/9/2019,81,A5 Notebooks,240x180 Design,Soft,Four lines,34,27008,West
9517,11/9/2019,165,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,12,29311,East
9518,11/9/2019,186,Practical Books,215x265 Design,Hard,Computer,41,21984,North
9519,11/9/2019,32,Small  Medium Notebooks,210x170 Design,Medium(Soft),Unruled,60,14657,West
9520,11/9/2019,24,Small Notebooks,190x155 Brown,Small Hard Brown,Single Line,30,24288,Central
9521,11/9/2019,197,Premio Spiral book,220x280 Design,soft,Graph Book (Big),24,16960,West
9522,11/9/2019,96,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),49,26591,Central
9523,11/9/2019,1,Small Notebooks,190x155 Design,Hard,Unruled,38,19264,Central
9524,11/9/2019,70,A5 Notebooks,240x180 Design,Soft,Single Line,6,11936,North
9525,11/9/2019,8,Small Notebooks,190x155 Design,Hard,Maths Ruled,40,21567,South
9526,11/10/2019,95,A5 Notebooks,240x180 Design,Soft,Maths Ruled,24,30913,Central
9527,11/10/2019,117,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,25,16543,West
9528,11/10/2019,82,A5 Notebooks,240x180 Design,Soft,Four lines,25,33216,South
9529,11/10/2019,7,Small Notebooks,190x155 Design,Hard,Four lines,58,18847,South
9530,11/10/2019,81,A5 Notebooks,240x180 Design,Soft,Four lines,14,11520,East
9531,11/10/2019,141,A4 Notebooks,297x210 Design,Soft,Unruled,15,28192,North
9532,11/10/2019,48,Long (Soft),272x167 Design,Long (Soft),Unruled,32,13823,East
9533,11/10/2019,192,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),15,30496,Central
9534,11/10/2019,110,A5 Notebooks,240x180 Design,Soft (Brown),Double line,35,32799,West
9535,11/10/2019,181,Practical Books,215x265 Design,Hard,Physics,22,25472,West
9536,11/10/2019,198,Premio Spiral book,190x160 Design,soft,Graph Book (1 mm sq.),1,11103,South
9537,11/11/2019,139,A4 Notebooks,297x210 Design,Soft,Unruled,24,27775,North
9538,11/11/2019,140,A4 Notebooks,297x210 Design,Soft,Unruled,38,20448,South
9539,11/11/2019,141,A4 Notebooks,297x210 Design,Soft,Unruled,37,30079,North
9540,11/11/2019,98,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),58,22752,East
9541,11/11/2019,12,Small Notebooks,190x155 Design,Soft,Single Line,15,15424,East
9542,11/11/2019,35,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,23,17728,West
9543,11/11/2019,52,Long (Soft),272x167 Design,Long (Soft),Single Line,15,27359,Central
9544,11/11/2019,43,Small  Medium Notebooks,210x170 Design,Medium(Soft),Interleaf(SL+Unruled),53,20031,Central
9545,11/11/2019,193,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),22,12704,West
9546,11/11/2019,22,Small Notebooks,190x155 Design,Soft,Interleaf(SL+Unruled),60,22335,North
9547,11/12/2019,40,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,53,15008,East
9548,11/12/2019,6,Small Notebooks,190x155 Design,Hard,Four lines,29,31680,West
9549,11/12/2019,129,A5 Notebooks,240x180 Design,Soft (Brown),Broad line,8,17311,Central
9550,11/12/2019,119,A5 Notebooks,240x180 Design,Soft (Brown),Five line,44,33984,West
9551,11/12/2019,21,Small Notebooks,190x155 Design,Soft,Maths Ruled,27,12287,West
9552,11/12/2019,106,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,29,28960,Central
9553,11/12/2019,114,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,6,14591,West
9554,11/12/2019,42,Small  Medium Notebooks,210x170 Design,Medium(Soft),Interleaf(SL+Unruled),33,31263,South
9555,11/12/2019,119,A5 Notebooks,240x180 Design,Soft (Brown),Five line,57,23936,Central
9556,11/12/2019,126,A5 Notebooks,240x180 Design,Soft (Brown),Big Square,4,33567,East
9557,11/12/2019,136,A4 Notebooks,297x210 Design,Soft,Unruled,38,26240,North
9558,11/12/2019,89,A5 Notebooks,240x180 Design,Soft,Medium Square,23,11870,East
9559,11/12/2019,81,A5 Notebooks,240x180 Design,Soft,Four lines,12,28543,Central
9560,11/13/2019,163,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Single Line,11,30846,South
9561,11/13/2019,205,Spiral Book,297x210 Design,Spiral Book,Single Line,56,23519,South
9562,11/13/2019,21,Small Notebooks,190x155 Design,Soft,Maths Ruled,46,16192,North
9563,11/13/2019,145,A4 Notebooks,297x210 Design,Soft,Single Line,4,25823,Central
9564,11/13/2019,199,Premio Spiral book,220x280 Design,soft,Scrap Book,44,18495,South
9565,11/13/2019,72,A5 Notebooks,240x180 Design,Soft,Single Line,21,28126,South
9566,11/13/2019,199,Premio Spiral book,220x280 Design,soft,Scrap Book,50,20799,Central
9567,11/13/2019,51,Long (Soft),272x167 Design,Long (Soft),Single Line,33,13472,South
9568,11/13/2019,47,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Interleaf(SL+Unruled),12,15775,North
9569,11/13/2019,40,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,55,32448,East
9570,11/13/2019,49,Long (Soft),272x167 Design,Long (Soft),Unruled,16,18079,West
9571,11/13/2019,181,Practical Books,215x265 Design,Hard,Physics,45,10751,South
9572,11/14/2019,90,A5 Notebooks,240x180 Design,Soft,Medium Square,57,20382,South
9573,11/14/2019,23,Small Notebooks,190x155 Design,Soft,Interleaf(SL+Unruled),40,13055,East
9574,11/14/2019,177,Practical Books,215x265 Design,Hard,Chemistry,22,29727,Central
9575,11/14/2019,53,Long (Soft),272x167 Design,Long (Soft),Single Line,45,32031,East
9576,11/14/2019,167,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,35,24704,East
9577,11/14/2019,24,Small Notebooks,190x155 Brown,Small Hard Brown,Single Line,14,10334,West
9578,11/15/2019,165,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,6,27007,South
9579,11/15/2019,156,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,37,12638,East
9580,11/15/2019,112,A5 Notebooks,240x180 Design,Soft (Brown),Double line,15,29311,Central
9581,11/15/2019,111,A5 Notebooks,240x180 Design,Soft (Brown),Double line,4,21983,South
9582,11/15/2019,3,Small Notebooks,190x155 Design,Hard,Single Line,51,31614,South
9583,11/15/2019,179,Practical Books,215x265 Design,Hard,Biology,30,16960,South
9584,11/15/2019,103,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,3,26590,East
9585,11/15/2019,191,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),11,28894,West
9586,11/15/2019,142,A4 Notebooks,297x210 Design,Soft,Single Line,25,21566,North
9587,11/15/2019,64,A5 Notebooks,240x180 Design,Soft,Unruled,17,14239,South
9588,11/15/2019,86,A5 Notebooks,240x180 Design,Soft,Four lines,32,23870,South
9589,11/15/2019,6,Small Notebooks,190x155 Design,Hard,Four lines,20,16543,North
9590,11/15/2019,208,Project Paper,280x220 Design,Project Paper,Single Line,21,33215,West
9591,11/16/2019,6,Small Notebooks,190x155 Design,Hard,Four lines,6,11519,Central
9592,11/16/2019,85,A5 Notebooks,240x180 Design,Soft,Four lines,20,21150,West
9593,11/16/2019,81,A5 Notebooks,240x180 Design,Soft,Four lines,59,13822,East
9594,11/16/2019,162,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Unruled,59,30495,South
9595,11/16/2019,1,Small Notebooks,190x155 Design,Hard,Unruled,23,16126,North
9596,11/16/2019,41,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,17,32798,East
9597,11/17/2019,180,Practical Books,215x265 Design,Hard,Biology,54,25471,North
9598,11/17/2019,198,Premio Spiral book,190x160 Design,soft,Graph Book (1 mm sq.),30,11102,North
9599,11/17/2019,193,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),27,13405,West
9600,11/17/2019,123,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,3,30078,Central
9601,11/17/2019,73,A5 Notebooks,240x180 Design,Soft,Single Line,3,22751,West
9602,11/17/2019,149,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled (Horizontal),41,32382,Central
9603,11/17/2019,123,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,33,25054,South
9604,11/17/2019,116,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,43,17727,North
9605,11/17/2019,192,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),18,27358,South
9606,11/17/2019,14,Small Notebooks,190x155 Design,Soft,Double line,33,20031,East
9607,11/17/2019,129,A5 Notebooks,240x180 Design,Soft (Brown),Broad line,13,22334,North
9608,11/17/2019,106,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,36,15007,Central
9609,11/17/2019,84,A5 Notebooks,240x180 Design,Soft,Four lines,1,24637,South
9610,11/17/2019,50,Long (Soft),272x167 Design,Long (Soft),Single Line,8,17310,Central
9611,11/18/2019,155,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,46,33983,Central
9612,11/18/2019,106,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,36,19614,South
9613,11/18/2019,41,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,43,12286,North
9614,11/18/2019,144,A4 Notebooks,297x210 Design,Soft,Single Line,17,21917,West
9615,11/18/2019,187,Drawing Book,170x245 Design,Drawing Book,small,53,14590,West
9616,11/18/2019,20,Small Notebooks,190x155 Design,Soft,Maths Ruled,36,16893,North
9617,11/18/2019,106,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,60,33566,East
9618,11/18/2019,78,A5 Notebooks,240x180 Design,Soft,Double line,39,26239,Central
9619,11/18/2019,22,Small Notebooks,190x155 Design,Soft,Interleaf(SL+Unruled),53,11869,East
9620,11/18/2019,31,Small Notebooks,190x155 Brown,Small Hard Brown,Medium Square,1,28542,North
9621,11/18/2019,120,A5 Notebooks,240x180 Design,Soft (Brown),Five line,49,14173,West
9622,11/19/2019,135,A4 Notebooks,297x210 Design,Hard,Single Line,11,30846,Central
9623,11/19/2019,190,Drawing Book,210x297 Design,Drawing Book,A4,48,33149,East
9624,11/19/2019,132,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (DL+FL+Med Sq),35,25822,West
